																															Class	blanl	P1-1	P1-2	P2-1	P2-1	P3-1	P3-2	A-D1-1	A-D1-2	A-D2-1	A-D2-2	B-D1-1	B-D1-2	B-D2-1	B-D2-2	C-D1-1	C-D1-2	C-D2-1	C-D2-2	NC1-D1	NC1-D2	NC2-D1	NC2-D2	NC3-D1	NC3-D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	9.941	103.02358	Unknown	[M+H]+	ion correlated with 31; ion correlated with 30; found in higher mz's MsMs_49	0.08	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	131.25	S02	103.02358:9424 104.02693:5455 105.03029:2218	102.92792:6 102.93077:6 103.03624:5 103.94777:5 117.91476:5 119.93333:5 195.26886:5 208.36533:5 255.37418:5 295.32193:5 299.93021:5 383.22101:5 416.98575:5 491.97284:5 533.71735:5 539.35492:5 545.47473:5 579.12006:5 598.09473:5 598.31458:5 614.00195:5 662.94366:5 727.125:5 771.59747:5 782.97583:5 819.97369:5 869.67572:5 915.29541:5 930.1413:5 942.00061:5 1009.83221:5 1062.71912:5 1123.72034:5 1126.64111:5 1192.23584:5 1193.49207:5	91	114	121	92	137	111	124	5990	5866	9424	7078	2425	2473	2688	3168	490	575	901	521	101	130	104	108	117	110	91.4375	113.625	121	114.84375	111	123.875	5990.4375	5865.75	9423.8125	7077.625	2424.5625	2473.375	2688.375	3167.6875	489.9375	575.4375	901.4375	520.625	100.9375	130.375	103.6875	108.5	116.75	110.375	0	0	0	31.5988342842738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	9.911	103.05172	Unknown	[M+H]+		0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	46.03	S04_2	103.05172:2996 104.05507:2094 105.05843:1280		38	33	23	27	23	31	22	4917	4906	3145	6643	2454	2341	2770	2996	343	353	479	468	19	24	21	22	16	23	37.5	32.625	23.25	25.125	31.125	22.125	4916.8125	4905.625	3144.5625	6643	2454.0625	2340.5625	2770.1875	2995.75	342.875	352.9375	478.6875	468.1875	19.125	24	21	21.75	16.5	23.25	0	0	0	3.18198051533946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	9.916	103.12317	Unknown	[M+H]+	ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 53; ion correlated with 31; ion correlated with 21; ion correlated with 13; ion correlated with 51; ion correlated with 25; ion correlated with 37; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 49	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	519.88	S02_2	103.12317:4425 104.12652:2768 105.12988:967		3	3	0	0	3	0	4	2854	3126	4880	4425	1046	1058	1804	1604	162	217	253	280	4	3	3	0	5	5	3	3	0	1.5	0	4.5	2854.0625	3126.125	4880.5	4425	1045.8125	1058.125	1804.25	1603.9375	161.9375	216.9375	252.5625	280	3.75	3	3	0	5.25	5.25	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	9.965	103.24178	Unknown	[M+3H]3+	ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 25; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 28	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	657.03	S02	103.24178:4497 104.24513:3443 105.24849:1103		3	0	3	3	5	3	3	2156	2235	4497	2224	724	486	1239	493	171	170	138	139	0	4	0	0	3	3	3	0	3	4.125	3	3	2156.125	2235.0625	4497.0625	2224.0625	724.5	485.8125	1238.8125	493.1875	171.0625	170.5	138.375	138.75	0	3.75	0	0	3	3	0	0	0	1.59099025766973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	9.935	103.29441	Unknown	[M+3H]3+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 53; ion correlated with 21; ion correlated with 13; ion correlated with 51; ion correlated with 25; ion correlated with 37; ion correlated with 24; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 28; ion correlated with 49; ion correlated with 35	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	233.29	S01_2	103.29441:2548 104.29776:1552 105.30112:616		3	0	3	5	0	3	0	2352	2548	4395	2993	1026	883	1277	1461	218	189	256	196	3	0	3	3	0	0	3	0	3	2.625	3	0	2351.75	2548.25	4395.0625	2993.125	1026.25	883.125	1276.9375	1461.4375	218.3125	189	255.875	195.5625	3	0	3	3	0	0	0	0	0	3.71231060122937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	9.932	103.34443	Unknown	[M+H]+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 53; ion correlated with 21; ion correlated with 13; ion correlated with 51; ion correlated with 25; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 49	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	164.93	S03	103.34443:1131 104.34778:621 105.35114:375		5	0	3	3	0	3	0	2498	2565	4283	4126	1131	1094	1653	1565	215	242	288	233	3	3	3	3	0	0	5.25	0	3	1.5	3	0	2498	2564.8125	4282.5625	4125.9375	1130.625	1093.5	1652.6875	1564.5625	215.3125	241.6875	287.875	233.375	3	3	3	3	0	0	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	9.853	103.35132	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	167.96	S01_2	103.35132:1273 104.35467:1128 105.35803:336		3	3	3	0	4	0	0	742	1273	291	1819	312	313	532	1588	70	73	16	12	0	3	0	0	3	3	3	3	3	2.25	0	0	741.5	1273.1875	290.75	1819.0625	312.5	312.6875	532.125	1588.1875	70.5	72.75	15.75	12	0	3	0	0	3	3	0	0	0	3.18198051533946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	9.939	103.41451	Unknown	[M+3H]3+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 41; ion correlated with 21; ion correlated with 13; ion correlated with 51; ion correlated with 25; ion correlated with 37; ion correlated with 36; ion correlated with 24; ion correlated with 40; ion correlated with 44; ion correlated with 28; ion correlated with 49; ion correlated with 35	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	398.23	S02	103.41451:3864 104.41786:2826 105.42122:1066		3	0	4	0	0	0	3	2055	2410	3864	3262	896	845	1138	1274	206	145	312	172	8	0	0	0	0	0	3	0	4.5	0	0	3	2055.25	2409.625	3863.875	3262.3125	896.5	844.625	1137.5	1273.625	205.75	145.125	311.5625	171.625	8.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	9.942	103.4658	Unknown	[M+H]+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 42; ion correlated with 41; ion correlated with 21; ion correlated with 25; ion correlated with 37; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 44; ion correlated with 28; ion correlated with 35	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	356.82	S01	103.4658:2085 104.46915:1487 105.47251:620		3	0	0	4	5	0	0	2085	1668	3275	2812	670	739	1086	1031	104	157	230	204	3	3	3	0	3	3	3	0	0	4.875	0	0	2085.4375	1668.4375	3275.4375	2812.5	670.125	738.5625	1085.5625	1031.0625	104.25	156.875	230.1875	204	3	3	3	0	3	3	0	0	0	0.530330085889911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	9.919	103.53714	Unknown	[M+H]+	ion correlated with 26; ion correlated with 29; ion correlated with 12; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 42; ion correlated with 25; ion correlated with 37; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 28; ion correlated with 60	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	280.06	S02_2	103.53714:2493 104.54049:1436 105.54385:814		3	3	3	3	3	0	4	1440	1393	2745	2493	506	605	1047	810	129	111	160	146	3	0	3	3	0	0	3	3	3	3	0	4.5	1440.25	1393.4375	2745	2492.75	506.5	605.4375	1047.1875	810.1875	129	111.375	159.75	146.125	3	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	9.916	103.65435	Unknown	[M+H]+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 41; ion correlated with 37; ion correlated with 36; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 28; ion correlated with 60	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	318.21	S02_2	103.65435:2002 104.6577:1128 105.66106:857		0	0	3	0	0	0	0	1185	1353	2325	2002	585	536	995	897	151	159	193	150	0	0	0	3	0	0	0	0	3	0	0	0	1184.75	1352.8125	2325.125	2002	584.625	536.125	995.375	896.625	151	159	193.25	149.75	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0.53	103.7512	Unknown	[M+H]+	ion correlated with 1095; ion correlated with 769	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	190.25	S04_2	103.7512:1017 104.75455:1172 105.75791:228		9	165	151	143	204	145	140	7	15	281	589	12	3	1008	1017	21	14	560	551	13	559	10	634	15	684	9	164.625	151.1875	173.6875	145.375	139.625	7.125	15.375	280.5625	589	12	3	1007.9375	1016.9375	21.375	13.5	559.875	551.375	12.75	558.625	9.75	634.125	15	683.5625	0	0	0	43.4870670429727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	9.943	103.87903	Unknown	[M+H]+	ion correlated with 26; ion correlated with 29; ion correlated with 22; ion correlated with 23; ion correlated with 34; ion correlated with 42; ion correlated with 41; ion correlated with 25; ion correlated with 37; ion correlated with 36; ion correlated with 24; ion correlated with 39; ion correlated with 40; ion correlated with 28; ion correlated with 49; ion correlated with 35	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	223.82	S01	103.87903:1496 104.88238:744 105.88574:337		3	0	0	3	3	3	3	1496	1813	3085	2736	781	715	1140	1084	154	153	360	240	3	3	3	0	0	0	3	0	0	3	3	3	1495.5625	1813.4375	3084.9375	2735.8125	780.625	714.75	1140.25	1083.875	154.1875	152.75	359.75	239.75	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	9.899	103.91759	Unknown	[M+3H]3+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	37.23	S02_2	103.91759:3037 104.92094:1375 105.9243:1934		0	0	0	3	0	0	3	1967	1870	624	3037	971	413	1679	1812	246	213	362	313	0	3	3	0	3	0	0	0	0	1.5	0	3	1967.25	1870.375	623.8125	3036.8125	970.875	413.25	1678.8125	1811.9375	246.3125	212.9375	361.6875	313.0625	0	3	3	0	3	0	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	9.849	103.95323	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.65	S01_2	103.95323:1642 104.95658:706 105.95994:615		123	166	130	190	172	158	183	1023	1642	369	1697	560	448	266	674	194	470	268	623	124	194	162	142	167	175	123.3125	165.5	129.75	181.03125	158.1875	182.6875	1022.9375	1641.9375	369.375	1697.0625	560.0625	447.875	266.4375	673.9375	194	469.75	267.6875	622.625	123.875	193.8125	162.5	141.9375	166.6875	175.125	0	0	0	12.5069511922371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	15.959	103.95337	Unknown	[M+H]+		0.8	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	39	S01	103.95337:1522 104.95672:42 105.96008:699		1010	1143	1179	1056	1192	1189	1254	1522	1484	1451	1303	1367	1254	1327	1321	1379	1232	1446	1183	1263	1298	1282	1362	1164	1183	1009.5625	1142.6875	1178.5625	1123.8125	1189	1253.5	1521.875	1483.875	1451.375	1302.6875	1367.4375	1253.875	1327.4375	1320.9375	1378.9375	1232.25	1445.8125	1183.1875	1262.625	1297.5625	1282.125	1362.25	1164.5	1183.0625	0	0	0	96.1665222413705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0.519	103.95463	Unknown	[M+H]+		0.88	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	106.87	S01_2	103.95463:6094 104.95798:1095 105.96134:13045		3979	5081	3823	3485	5214	3825	771	3644	6094	1421	5113	947	2800	1519	460	6059	3800	3737	4221	3407	2976	2742	3285	5397	4153	3979.125	5080.75	3822.875	4349.6875	3825.4375	770.5625	3643.5	6093.75	1421.25	5112.875	947	2799.75	1519	460	6059.25	3800	3737.4375	4221.25	3407.375	2976.4375	2741.5625	3284.9375	5397.375	4152.75	0	0	0	1222.3224596286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	9.953	103.97224	Unknown	[M+5H]5+	ion correlated with 29; ion correlated with 34; ion correlated with 53; ion correlated with 51; ion correlated with 37; ion correlated with 36; ion correlated with 39	0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	41.7	S02	103.97224:4098 104.97559:1856 105.97895:524		40	44	40	38	61	40	51	2419	2267	4098	4182	1396	1295	2154	2276	372	408	435	465	38	51	44	48	53	52	40.125	43.875	40.125	49.25	40.125	50.625	2418.8125	2266.8125	4097.6875	4182	1396.0625	1295.1875	2153.875	2275.5	371.8125	408.375	434.8125	464.75	38.25	50.625	43.5	48.375	53.25	51.75	0	0	0	16.6170093578839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	9.853	104.00621	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.17	S01_2	104.00621:1350 105.00956:403 106.01292:156		168	126	168	165	195	208	171	1061	1350	318	1863	616	806	2093	2133	246	292	198	172	147	169	169	160	151	176	167.8125	126.1875	168.5	179.6875	208.4375	171.125	1060.625	1349.75	317.75	1863.125	615.6875	805.6875	2092.625	2133.375	246.3125	292.0625	198.4375	172	147.0625	169.25	168.8125	159.75	151.3125	176	0	0	0	21.3015917832447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	9.93	104.01639	Unknown	[M+H]+	ion correlated with 29; ion correlated with 34; ion correlated with 53; ion correlated with 31; ion correlated with 37; ion correlated with 36; ion correlated with 49	0.16	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	34.18	S02_2	104.01639:3714 105.01974:1589 106.0231:384		148	134	133	126	173	144	125	2384	2630	3745	3714	1536	1319	2037	2137	479	488	730	468	157	126	126	161	124	128	147.9375	133.75	132.875	149.5	144.125	124.6875	2384.5	2630.25	3745.125	3714.125	1535.75	1319.4375	2037.4375	2136.5625	478.6875	488.125	730.4375	468.1875	156.875	125.75	125.625	161.125	124.1875	128.1875	0	0	0	33.4107954110644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0.664	104.06875	Unknown	[M+H]+		0.48	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	48.7	S04	104.06916:9114 105.07251:1958 106.07587:276	104.04902:6 104.05045:3 104.06048:3 106.00354:3 111.29662:3 130.00865:3 135.84718:3 165.90535:3 167.14136:3 193.90067:3 220.4511:3 234.57246:3 274.55475:3 279.41641:3 296.28214:3 324.8559:3 355.69775:3 435.07156:3 435.27664:3 441.19193:3 578.76648:3 637.86688:3 645.30884:3 654.66113:3 656.58862:3 675.72711:3 742.2843:3 751.03015:3 759.50977:3 781.22125:3 816.05835:3 826.81757:3 835.5918:3 845.09399:3 857.5058:3 914.25555:3 961.18481:3 988.26398:3 1046.16101:3 1046.51074:3 1062.64209:3 1184.83325:3 1185.7229:3	50	17803	17026	14769	15160	15375	15679	5286	5200	8748	9004	5150	5015	9114	8928	5396	5015	9032	8768	5253	9104	4972	9804	4893	10385	49.875	17803.3125	17025.625	14964.78125	15375.4375	15679	5285.8125	5199.5625	8748.25	9003.9375	5149.9375	5015	9114.5	8927.875	5395.625	5014.75	9032.0625	8768.0625	5252.75	9103.5	4972.1875	9803.875	4893	10385.25	0	0	0	276.346168922468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	9.917	104.06923	Unknown	[M+H]+	ion correlated with 29; ion correlated with 34; ion correlated with 51; ion correlated with 37; ion correlated with 36; ion correlated with 39; ion correlated with 49	0.12	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	21.18	S04_2	104.06923:2120 105.07258:934 106.07594:348		53	252	260	259	265	283	232	2141	2177	3683	3187	1165	1263	1865	2120	481	463	634	754	234	260	212	258	274	332	53.375	252.1875	260.375	262.09375	282.75	231.875	2141.3125	2177.375	3683.4375	3186.625	1165.375	1263.25	1864.5625	2119.625	481.4375	463.3125	634.1875	753.6875	234.125	259.875	212.1875	257.875	273.9375	332.25	0	0	0	4.64038825153672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	3.454	104.07038	Unknown	[M+H]+	found in higher mz's MsMs_139	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	27.27	S08	104.07038:2249 105.07373:647 106.07709:24		57	538	476	645	410	750	480	414	359	728	644	453	387	629	696	479	403	580	572	422	2249	479	581	442	520	56.8125	538.0625	475.625	527.5625	750.4375	479.9375	413.8125	358.6875	728.125	644.375	452.75	387	629.3125	696.4375	479.125	403.1875	579.6875	571.9375	422.4375	2249.25	479.125	581.125	441.625	520.3125	0	0	0	165.816540188245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	0.733	104.07047	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	71.89	S08	104.07047:8539 105.07382:1328 106.07718:216		42	10860	11692	7797	8582	9858	10804	4544	4184	7392	8439	4142	4317	7743	7120	4550	4232	7508	8685	4232	8539	4188	6622	4670	7970	42.375	10859.75	11692.25	8189.53125	9857.5	10804.125	4544.375	4183.9375	7392.4375	8438.625	4141.5625	4316.9375	7742.9375	7119.6875	4550.1875	4232.25	7508.375	8684.6875	4232.375	8539.4375	4188	6622.4375	4670	7969.8125	0	0	0	554.681075667022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	6.023	104.07065	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	18.7	S06_2	104.07065:2033 105.074:309 106.07736:12		28	506	668	621	609	619	645	552	490	527	664	461	400	529	579	518	540	641	2033	439	528	372	633	550	608	27.75	506.25	667.75	615.1875	618.6875	644.8125	552.375	490.3125	527.125	664.125	461.1875	400.5	529.125	579.1875	518.5	540	641.3125	2032.6875	439.3125	527.6875	372.125	632.875	549.5	608.4375	0	0	0	8.75044641718353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	15.952	104.07076	Unknown	[M+H]+		1	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	74.1	PEPC13_2021	104.07015:5443 105.0735:208 106.07686:24	131.96432:10 200.08925:10 215.19803:10 238.47887:10 358.73572:10 402.64273:10 423.07309:10 435.50073:10 531.55475:10 551.77338:10 566.07678:10 582.40216:10 629.45068:10 961.2901:10 1057.85022:10 1094.09033:10	4366	5443	5186	5419	5796	5575	5894	4950	5326	4946	5631	4849	5501	5306	5779	5001	5298	5988	5557	5963	5688	5814	5927	5205	5688	4366.4375	5443.125	5185.6875	5607.5625	5575.375	5894.1875	4949.875	5326.125	4945.625	5631.3125	4848.9375	5500.8125	5305.8125	5779.0625	5000.625	5297.5	5988.0625	5556.9375	5963.125	5688.3125	5813.75	5927.3125	5205.3125	5688.5	0	0	0	267.197974940867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	0.538	104.07215	Unknown	[M+H]+	found in higher mz's MsMs_147	0.96	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1306.92	PEPC13_2021	104.07012:54592 105.07347:2920 106.07683:270	104.06994:24 104.07423:12 104.07567:24 104.0771:12 130.71349:10 270.47064:10 368.16483:10 368.84961:10 428.49442:10 483.2757:10 541.91675:10 545.46985:10 566.89819:10 585.92804:10 650.49243:10 653.15656:10 757.38245:10 794.1178:10 869.46924:10 1193.95715:10	2534	54592	45655	48220	54913	48357	43121	3990	7006	93673	206279	4132	4012	386905	316506	7037	6729	202542	201528	7313	206579	7111	216882	7962	272455	2533.5625	54591.8125	45655.1875	51566.5625	48357.1875	43120.875	3989.5625	7005.875	93673.4375	206278.75	4132.5	4012.25	386905.4375	316506	7036.9375	6729.0625	202542.5	201527.8125	7313	206579.0625	7111	216882.3125	7962.25	272455.375	0	0	0	4732.48890978627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	0.53	104.20542	Unknown	[M+H]+		0.08	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	1217	S04	104.20542:8630 105.20877:102 106.21213:102		0	0	3	3	0	3	6	4	0	3	16	0	0	8630	1497	0	0	3	6	0	3	0	3	0	3	0	0	3	1.5	3	5.75	4.5	0	3	16.5	0	0	8630.5	1497.25	0	0	3	6	0	3	0	3	0	3	0	0	0	2.12132034355964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	9.965	104.31903	Unknown	[M+H]+	ion correlated with 12; ion correlated with 42; ion correlated with 41; ion correlated with 39; ion correlated with 40; ion correlated with 44; ion correlated with 28; ion correlated with 62	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	414.82	S02	104.31903:2114 105.32238:984 106.32574:527		0	0	3	0	0	0	0	1071	1086	2114	1712	608	508	788	826	87	127	104	225	0	0	0	3	0	3	0	0	3	0	0	0	1070.625	1086.0625	2113.6875	1712.375	607.9375	508.5	787.875	825.75	87	127.125	104.25	224.5625	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	9.899	104.43215	Unknown	[M+H]+		0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	297.48	S02_2	104.43215:1411 105.4355:686 106.43886:406		0	0	0	0	0	0	0	413	792	365	1411	391	214	706	583	125	122	179	157	0	0	0	0	0	5	0	0	0	0	0	0	413.0625	792.5	365.1875	1411.25	391.1875	213.625	706.25	583.1875	125	122.125	178.9375	156.75	0	0	0	0	0	5.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	9.953	104.45389	Unknown	[M+2H]2+	ion correlated with 12; ion correlated with 42; ion correlated with 41; ion correlated with 60	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	345.44	S02	104.45389:1585 105.45724:957 106.4606:252		0	0	0	3	7	0	3	836	980	1585	1063	351	363	624	529	145	123	134	94	3	3	0	3	3	3	0	0	0	4.875	0	3	836.4375	979.75	1585.1875	1062.6875	350.75	363.125	624.3125	528.625	144.625	123.375	133.75	93.75	3	3	0	3	3	3	0	0	0	2.65165042944955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	0.52	105.93432	Unknown	[M+H]+		0.24	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	9.08	blank_post	105.93432:3519 106.93767:1370 107.94103:5887		3519	2307	1911	1437	2575	1804	407	149	2743	62	2479	27	108	372	186	2508	1321	1399	1914	1398	1076	916	1304	2035	1498	3518.9375	2307.3125	1910.9375	2006.09375	1804.375	406.9375	149.25	2742.75	61.75	2479	27	108	371.625	186.25	2508.0625	1321.125	1399.4375	1913.75	1397.625	1075.875	916.1875	1304.3125	2035.25	1498.3125	0	0	0	804.820099511764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	0.52	105.95293	Unknown	[M+H]+		0.56	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.93	S05	105.95293:2860 106.95628:1344 107.95964:10237		1884	2212	1654	1347	2270	1736	368	1495	2698	629	2197	415	1218	761	222	2860	1748	1588	1838	1523	1457	1194	1447	2465	1869	1884.375	2212.5	1654.5	1808.5	1736.25	368.3125	1494.75	2698	628.75	2197	415.25	1218	761.375	222.375	2859.5	1748.5	1588.5	1838.5	1523.125	1457.375	1193.875	1446.6875	2464.75	1868.875	0	0	0	653.013112425777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	0.52	107.9469	Unknown	[M+H]+	found in higher mz's MsMs_69	0.44	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	16.89	S05	107.9469:2518 108.95025:2756 109.95361:203677		1801	2288	1314	1040	1706	1290	117	273	2145	40	1906	30	132	70	40	2518	708	985	1831	856	824	737	834	1881	900	1801.25	2287.9375	1314.125	1372.9375	1290.5	116.75	273.25	2144.75	40.5	1906.375	30	132.5	70.25	39.75	2517.75	708	985.25	1831.25	856	824	736.75	834.25	1880.875	899.5	0	0	0	471.021504617889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	15.925	109.52065	Unknown	[M+H]+	ion correlated with 242	0.04	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	402.79	PEPC13_2022	109.52065:1023 110.524:1652 111.52736:1604		51	72	33	1023	40	244	46	83	93	98	105	771	130	42	89	57	67	154	73	322	82	110	70	420	86	51.375	71.6875	33	531.75	243.875	46.5	83.375	92.5625	98.25	105	770.75	130	41.625	88.875	57	67.125	153.75	72.75	322.125	82.3125	109.75	69.5	419.6875	85.75	0	0	0	695.262742601673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	15.922	109.94148	Unknown	[M+H]+	found in higher mz's MsMs_156; similar chromatogram in higher mz_182	0.64	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	10.74	S03_2	109.94148:1684 110.94483:84 111.94819:204		955	893	1244	1012	1441	1376	1206	782	1474	1133	1469	1300	1684	1437	1471	1556	1326	1513	1250	1549	1015	1467	1550	1001	1118	955.125	893.3125	1244	1226.5625	1376.375	1206	782.0625	1473.5625	1133.4375	1469.125	1300.1875	1684.3125	1436.8125	1470.6875	1555.8125	1326.375	1512.6875	1249.5625	1548.75	1014.9375	1467.4375	1550.375	1001.375	1118.25	0	0	0	303.525585824326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
